INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
CELE_F47D12.4	CELE_M151.7	hmg-1.2	M151.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47D12.4	CELE_T03G11.1	hmg-1.2	pqn-62	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47D12.4	T19B10.7	hmg-1.2	ima-1	-	CELE_T19B10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47D12.4	Y66D12A.5	hmg-1.2	ceh-92	-	CELE_Y66D12A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
F47G4.4	C32F10.6	F47G4.4	nhr-2	CELE_F47G4.4	CELE_C32F10.6|crf-2	Two-hybrid	Li S (2004)	14704431	6239	6239
F47G4.4	CELE_F07F6.8	F47G4.4	F07F6.8	CELE_F47G4.4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F47G4.4	Y75B8A.1	F47G4.4	php-3	CELE_F47G4.4	CELE_Y75B8A.1|lep-3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_B0303.7	dyb-1	B0303.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	B0336.6	dyb-1	abi-1	-	CELE_B0336.6	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	B0365.1	dyb-1	acly-2	-	CELE_B0365.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_C06G3.6	dyb-1	C06G3.6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_C34B2.4	dyb-1	C34B2.4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	C43C3.1	dyb-1	ifp-1	-	CELE_C43C3.1|IF E1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_C44B9.2	dyb-1	C44B9.2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_C50E3.13	dyb-1	C50E3.13	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F07A5.7	dyb-1	unc-15	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F10C1.7	dyb-1	ifb-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F23F1.8	dyb-1	rpt-4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F33D4.6	dyb-1	F33D4.6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F44A2.1	dyb-1	tag-153	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F44D12.1	dyb-1	magu-4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F45E4.4	dyb-1	tag-199	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F57B10.3	dyb-1	F57B10.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F57C2.5	dyb-1	CELE_F57C2.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_F59C12.3	dyb-1	F59C12.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	F59C6.5	dyb-1	F59C6.5	-	CELE_F59C6.5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	H06O01.1	dyb-1	pdi-3	-	CELE_H06O01.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	K10B3.7	dyb-1	gpd-3	-	CELE_K10B3.7	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_M6.1	dyb-1	ifc-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_R04E5.10	dyb-1	ifd-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_R10E12.1	dyb-1	alx-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_T27A3.1	dyb-1	T27A3.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_W04D2.1	dyb-1	atn-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	W07G1.3	dyb-1	zip-3	-	CELE_W07G1.3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	Y39G10AR.10	dyb-1	epg-2	-	CELE_Y39G10AR.10	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_Y48C3A.17	dyb-1	efl-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	Y56A3A.13	dyb-1	nft-1	-	CELE_Y56A3A.13|NitFhit	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_Y59A8B.22	dyb-1	snx-6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F47G6.1	CELE_Y79H2A.1	dyb-1	brp-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48E8.5	CELE_C38D4.6	paa-1	pal-1	CELE_F48E8.5	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F48E8.7	C30G12.7	skpt-1	puf-8	-	CELE_C30G12.7|teg-2	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_C37C3.6	arrd-24	mig-6	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_F13G11.1	arrd-24	dmd-6	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	F23H11.1	arrd-24	bra-2	CELE_F48F7.7	CELE_F23H11.1|tag-285	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_K04G2.10	arrd-24	K04G2.10	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_K04H4.2	arrd-24	K04H4.2	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_M03F4.6	arrd-24	M03F4.6	CELE_F48F7.7	phi-61	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_T21B6.3	arrd-24	T21B6.3	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_Y113G7B.23	arrd-24	swsn-1	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_Y53F4B.11	arrd-24	CELE_Y53F4B.11	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F48F7.7	CELE_Y55F3BR.2	arrd-24	Y55F3BR.2	CELE_F48F7.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F49C12.8	CELE_Y62E10A.14	rpn-7	Y62E10A.14	CELE_F49C12.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52C6.3	F52C6.3	F52C6.3	F52C6.3	CELE_F52C6.3|phi-32	CELE_F52C6.3|phi-32	Two-hybrid	Li S (2004)	14704431	6239	6239
F52C6.3	CELE_T07G12.11	F52C6.3	zim-3	CELE_F52C6.3|phi-32	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52D10.1	CELE_K09G1.1	abts-2	K09G1.1	CELE_F52D10.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52E4.7	C43E11.11	sec-3	cogc-5	CELE_F52E4.7	CELE_C43E11.11	Two-hybrid	Li S (2004)	14704431	6239	6239
F52E4.7	CELE_F28C10.1	sec-3	F28C10.1	CELE_F52E4.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52E4.7	CELE_F57B10.4	sec-3	F57B10.4	CELE_F52E4.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52E4.7	CELE_Y37A1B.1	sec-3	lst-3	CELE_F52E4.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52F12.3	C42D4.1	mom-4	C42D4.1	CELE_F52F12.3	CELE_C42D4.1	Two-hybrid	Li S (2004)	14704431	6239	6239
F52F12.3	CELE_C48D5.1	mom-4	nhr-6	CELE_F52F12.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52F12.3	F53G12.10	mom-4	rpl-7	CELE_F52F12.3	CELE_F53G12.10	Two-hybrid	Li S (2004)	14704431	6239	6239
F52F12.3	CELE_K11G9.5	mom-4	K11G9.5	CELE_F52F12.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F52F12.3	CELE_VW06B3R.1	mom-4	ucr-2.1	CELE_F52F12.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F53A3.3	C47E8.5	rps-22	daf-21	-	CELE_C47E8.5|tax-3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F53A3.3	T07C4.1	rps-22	umps-1	-	CELE_T07C4.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F53A3.3	CELE_T09B4.8	rps-22	T09B4.8	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F53F4.10	CELE_C38D4.6	F53F4.10	pal-1	CELE_F53F4.10	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F54A5.2	CELE_C39D10.7	cutl-20	C39D10.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F54B11.5	CELE_Y106G6A.5	F54B11.5	Y106G6A.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F54C1.3	M18.2	mes-3	dlc-2	-	CELE_M18.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_C01H6.9	emb-30	C01H6.9	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_C14B9.2	emb-30	C14B9.2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_C38D4.6	emb-30	pal-1	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	F08B12.2	emb-30	prx-12	CELE_F54C8.3|apc-4	CELE_F08B12.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_F52D10.3	emb-30	ftt-2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_F52H3.7	emb-30	lec-2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_K11H3.1	emb-30	gpdh-2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_T21G5.5	emb-30	asd-2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54C8.3	CELE_Y17G7B.5	emb-30	mcm-2	CELE_F54C8.3|apc-4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F54C9.11	C52B11.2	F54C9.11	inso-1	-	tag-303|CELE_C52B11.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F54D10.7	F54D10.7	F54D10.7	F54D10.7	CELE_F54D10.7	CELE_F54D10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
F54D7.2	CELE_B0213.11	F54D7.2	cyp-34A6	CELE_F54D7.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54D8.1	CELE_F25D1.1	dpy-17	ppm-1	CELE_F54D8.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F54E12.2	T01G9.4	F54E12.2	npp-2	-	CELE_T01G9.4|kup-2	Two-hybrid	Li S (2004)	14704431	6239	6239
F54E7.7	C16A3.7	rcn-1	nfx-1	CELE_F54E7.7|SC|DSCR1L	CELE_C16A3.7|tag-182	Two-hybrid	Li S (2004)	14704431	6239	6239
F54E7.7	CELE_F44A2.7	rcn-1	F44A2.7	CELE_F54E7.7|SC|DSCR1L	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54E7.7	CELE_F49A5.5	rcn-1	clec-28	CELE_F54E7.7|SC|DSCR1L	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F54E7.7	CELE_T22F3.2	rcn-1	T22F3.2	CELE_F54E7.7|SC|DSCR1L	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	CELE_CC8.1	sel-10	CC8.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	F42C5.10	sel-10	ifo-1	-	ttm-4|CELE_F42C5.10	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	F46A9.5	sel-10	skr-1	-	CELE_F46A9.5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	K06A1.4	sel-10	nhr-22	-	CELE_K06A1.4	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	CELE_R04B5.4	sel-10	nhr-12	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	CELE_R10D12.13	sel-10	CELE_R10D12.13	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55B12.3	CELE_Y41C4A.12	sel-10	CELE_Y41C4A.12	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F55F3.3	F36F2.4	nkb-3	syx-7	-	CELE_F36F2.4|syn-13	Two-hybrid	Li S (2004)	14704431	6239	6239
F56A8.6	CELE_F15C11.2	cpf-2	ubql-1	CELE_F56A8.6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F56A8.6	CELE_F25B5.7	cpf-2	psf-1	CELE_F56A8.6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F56A8.6	K02B9.1	cpf-2	meg-1	CELE_F56A8.6	CELE_K02B9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
F56A8.6	CELE_W05H7.4	cpf-2	zfp-3	CELE_F56A8.6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F56B3.10	CELE_F55C12.1	gst-40	F55C12.1	CELE_F56B3.10	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F56C11.6	F56G4.5	F56C11.6	png-1	-	CELE_F56G4.5|bam-1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F08F8.3	C15H11.9	kap-1	rrbs-1	-	CELE_C15H11.9	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F08F8.3	CELE_F46F3.4	kap-1	ape-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F56E3.3	CELE_B0414.8	klp-4	vps-51	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F56E3.3	C06G3.10	klp-4	cogc-2	-	CELE_C06G3.10|cog2|cgo-2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F56E3.3	CELE_F36D4.5	klp-4	F36D4.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F56E3.3	CELE_Y71A12B.1	klp-4	rps-6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F56F3.5	T07C4.1	rps-1	umps-1	CELE_F56F3.5	CELE_T07C4.1	Two-hybrid	Li S (2004)	14704431	6239	6239
F56F4.5	Y75B8A.1	pept-3	php-3	CELE_F56F4.5|opt-3	CELE_Y75B8A.1|lep-3	Two-hybrid	Li S (2004)	14704431	6239	6239
F56H1.4	CELE_F57F5.1	rpt-5	F57F5.1	CELE_F56H1.4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.11	C32F10.6	bag-1	nhr-2	CELE_F57B10.11	CELE_C32F10.6|crf-2	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.11	F26D10.3	bag-1	hsp-1	CELE_F57B10.11	CELE_F26D10.3	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.11	CELE_T03G11.6	bag-1	T03G11.6	CELE_F57B10.11	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.11	CELE_Y43F8B.2	bag-1	CELE_Y43F8B.2	CELE_F57B10.11	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.11	CELE_Y94H6A.9	bag-1	ubxn-2	CELE_F57B10.11	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.12	CELE_R02F2.5	mei-2	R02F2.5	CELE_F57B10.12	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.12	CELE_T01G9.5	mei-2	mei-1	CELE_F57B10.12	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.12	CELE_W10D5.3	mei-2	gei-17	CELE_F57B10.12	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F57B10.12	ZC328.4	mei-2	san-1	CELE_F57B10.12	CELE_ZC328.4|mad-3|mdf-3	Two-hybrid	Li S (2004)	14704431	6239	6239
F57C9.5	F41H10.10	htp-3	htp-1	CELE_F57C9.5	CELE_F41H10.10|tag-35	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F57F5.5	CELE_C54E10.2	pkc-1	ncs-5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F57F5.5	T26E4.15	pkc-1	srsx-36	-	CELE_T26E4.15	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58A4.4	C49H3.11	pri-1	rps-2	-	CELE_C49H3.11	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58A4.4	CELE_Y106G6H.2	pri-1	pab-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	C16A3.9	tbg-1	rps-13	CELE_F58A4.8|TUBG|sas-3	CELE_C16A3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	C36E8.5	tbg-1	tbb-2	CELE_F58A4.8|TUBG|sas-3	CELE_C36E8.5|TUBB8|rot-2	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	CELE_C38D4.6	tbg-1	pal-1	CELE_F58A4.8|TUBG|sas-3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	CELE_C44B7.5	tbg-1	C44B7.5	CELE_F58A4.8|TUBG|sas-3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	CELE_C45G3.3	tbg-1	C45G3.3	CELE_F58A4.8|TUBG|sas-3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	C50C3.6	tbg-1	prp-8	CELE_F58A4.8|TUBG|sas-3	CELE_C50C3.6	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	F08F8.2	tbg-1	hmgr-1	CELE_F58A4.8|TUBG|sas-3	CELE_F08F8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	CELE_F52D10.3	tbg-1	ftt-2	CELE_F58A4.8|TUBG|sas-3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	F57B10.10	tbg-1	dad-1	CELE_F58A4.8|TUBG|sas-3	CELE_F57B10.10	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	F57B10.7	tbg-1	tre-1	CELE_F58A4.8|TUBG|sas-3	CELE_F57B10.7|tre1|tag-36	Two-hybrid	Li S (2004)	14704431	6239	6239
F58A4.8	R06C7.10	tbg-1	myo-1	CELE_F58A4.8|TUBG|sas-3	CELE_R06C7.10|myosin I	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58B3.6	C27B7.4	F58B3.6	rad-26	-	CELE_C27B7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
F58F6.4	CELE_F42C5.8	rfc-2	rps-8	CELE_F58F6.4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58F6.4	CELE_F44B9.8	rfc-2	F44B9.8	CELE_F58F6.4	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F58F6.4	R13A5.12	rfc-2	lpd-7	CELE_F58F6.4	CELE_R13A5.12	Two-hybrid	Li S (2004)	14704431	6239	6239
F58G11.6	F11G11.11	ccz-1	col-20	CELE_F58G11.6	CELE_F11G11.11	Two-hybrid	Li S (2004)	14704431	6239	6239
F58G1.5	CELE_R09G11.2	lips-9	nhr-1	CELE_F58G1.5	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58G6.5	CELE_F35C8.5	nhr-34	F35C8.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58G6.5	Y38H6C.12	nhr-34	srh-166	-	CELE_Y38H6C.12	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F58G6.5	CELE_ZC443.4	nhr-34	ZC443.4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59A2.3	CELE_F42C5.8	cri-3	rps-8	CELE_F59A2.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F59A2.4	CELE_B0336.9	clpf-1	swp-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F59A2.4	CELE_B0464.5	clpf-1	spk-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F59A2.4	C02F5.9	clpf-1	pbs-6	-	CELE_C02F5.9|3I332	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F59A2.4	T10E10.5	clpf-1	col-169	-	CELE_T10E10.5	Two-hybrid	Li S (2004)	14704431	6239	6239
F59A3.3	CELE_ZK899.5	mrpl-24	ZK899.5	CELE_F59A3.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59B2.3	CELE_F25H5.3	F59B2.3	pyk-1	CELE_F59B2.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59B2.3	T03F6.3	F59B2.3	T03F6.3	CELE_F59B2.3	CELE_T03F6.3	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	C55A6.9	ddl-1	pafo-1	CELE_F59E12.10	CELE_C55A6.9	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	CELE_F57B10.4	ddl-1	F57B10.4	CELE_F59E12.10	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	F59B1.2	ddl-1	F59B1.2	CELE_F59E12.10	CELE_F59B1.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	K08E7.2	ddl-1	hsb-1	CELE_F59E12.10	CELE_K08E7.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	CELE_R06C1.3	ddl-1	wve-1	CELE_F59E12.10	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	Y48E1B.1	ddl-1	ddl-2	CELE_F59E12.10	CELE_Y48E1B.1	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.10	Y54E2A.3	ddl-1	tac-1	CELE_F59E12.10	CELE_Y54E2A.3|2P40	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	CELE_C38D4.6	zyg-1	pal-1	CELE_F59E12.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	D1081.2	zyg-1	unc-120	CELE_F59E12.2	CELE_D1081.2	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	CELE_F13B10.2	zyg-1	rpl-3	CELE_F59E12.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	CELE_H28O16.1	zyg-1	H28O16.1	CELE_F59E12.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	CELE_T28C6.7	zyg-1	T28C6.7	CELE_F59E12.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	CELE_Y106G6H.2	zyg-1	pab-1	CELE_F59E12.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
F59E12.2	ZC155.1	zyg-1	nex-1	CELE_F59E12.2	CELE_ZC155.1	Two-hybrid	Li S (2004)	14704431	6239	6239
F59F3.1	T04B8.3	ver-3	arrd-1	CELE_F59F3.1	CELE_T04B8.3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_F59F4.2	CELE_R02F2.5	F59F4.2	R02F2.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
H02I12.8	CELE_F13B10.2	cyp-31A2	rpl-3	CELE_H02I12.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
H02I12.8	M7.1	cyp-31A2	let-70	CELE_H02I12.8	CELE_M7.1|ubc-2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	AC3.3	gip-1	abu-1	-	CELE_AC3.3|pqn-1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_B0024.14	gip-1	crm-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	C03A7.14	gip-1	abu-8	-	CELE_C03A7.14|pqn-4	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	C03A7.4	gip-1	abu-15	-	CELE_C03A7.4|pqn-5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	C06A5.9	gip-1	rnf-1	-	CELE_C06A5.9|tag-54	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_C14B9.3	gip-1	C14B9.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_C38D4.6	gip-1	pal-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_DH11.2	gip-1	DH11.2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_F23C8.5	gip-1	CELE_F23C8.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	F52C6.3	gip-1	F52C6.3	-	CELE_F52C6.3|phi-32	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_F52D10.3	gip-1	ftt-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	F54D8.1	gip-1	dpy-17	-	CELE_F54D8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_H06I04.4	gip-1	ubl-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	K09H11.1	gip-1	K09H11.1	-	CELE_K09H11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_R06F6.8	gip-1	R06F6.8	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	R151.3	gip-1	rpl-6	-	CELE_R151.3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_R151.6	gip-1	R151.6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	T12B5.4	gip-1	fbxa-11	-	CELE_T12B5.4	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_T24B8.1	gip-1	rpl-32	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_Y42G9A.1	gip-1	Y42G9A.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_Y69H2.3	gip-1	CELE_Y69H2.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	CELE_Y71F9AL.13	gip-1	rpl-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H04J21.3	ZK1010.3	gip-1	frg-1	-	CELE_ZK1010.3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_H06I04.4	CELE_R06F6.8	ubl-1	R06F6.8	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
